EmployeeID,JobRole,CurrentSkill
1816,Manufacturing Director,Budgeting
1816,Manufacturing Director,ERP
1816,Manufacturing Director,Supply Chain
1818,Human Resources,Compliance
1818,Human Resources,Workday
1818,Human Resources,HRIS
1821,Healthcare Representative,Communication
1821,Healthcare Representative,Medical Records
1821,Healthcare Representative,Patient Care
1822,Healthcare Representative,Customer Service
1822,Healthcare Representative,Patient Care
1822,Healthcare Representative,EMR Software
1823,Sales Executive,Excel
1823,Sales Executive,Communication
1823,Sales Executive,Salesforce
1824,Manager,Budgeting
1824,Manager,Performance Management
1824,Manager,Project Management
1826,Laboratory Technician,Excel
1826,Laboratory Technician,Data Entry
1826,Laboratory Technician,Sample Preparation
1827,Manufacturing Director,Operations Management
1827,Manufacturing Director,ERP
1829,Healthcare Representative,Communication
1829,Healthcare Representative,Customer Service
1830,Research Scientist,R
1830,Research Scientist,Statistics
1830,Research Scientist,Data Analysis
1833,Sales Executive,Lead Generation
1833,Sales Executive,Excel
1833,Sales Executive,Communication
1833,Sales Executive,CRM Software
1834,Research Scientist,R
1834,Research Scientist,Statistics
1834,Research Scientist,Lab Equipment
1834,Research Scientist,Python
1835,Sales Representative,Customer Service
1835,Sales Representative,Communication
1836,Sales Executive,Communication
1836,Sales Executive,Excel
1836,Sales Executive,Salesforce
1837,Research Director,Grant Writing
1837,Research Director,Leadership
1837,Research Director,R&D Strategy
1839,Research Scientist,Python
1839,Research Scientist,Data Analysis
1839,Research Scientist,Lab Equipment
1842,Human Resources,Workday
1842,Human Resources,Employee Relations
1842,Human Resources,Payroll
1842,Human Resources,Compliance
1844,Human Resources,Workday
1844,Human Resources,Payroll
1844,Human Resources,HRIS
1844,Human Resources,Recruiting
1845,Sales Executive,Negotiation
1845,Sales Executive,Salesforce
1845,Sales Executive,Lead Generation
1845,Sales Executive,Excel
1847,Research Scientist,R
1847,Research Scientist,Machine Learning
1847,Research Scientist,Data Analysis
1849,Sales Executive,CRM Software
1849,Sales Executive,Excel
1849,Sales Executive,Negotiation
1849,Sales Executive,Salesforce
1849,Sales Executive,Lead Generation
1850,Laboratory Technician,Quality Control
1850,Laboratory Technician,Lab Safety
1850,Laboratory Technician,Data Entry
1852,Laboratory Technician,Lab Safety
1852,Laboratory Technician,Quality Control
1853,Sales Executive,Salesforce
1853,Sales Executive,CRM Software
1853,Sales Executive,Negotiation
1853,Sales Executive,Lead Generation
1854,Research Scientist,R
1854,Research Scientist,Python
1854,Research Scientist,Statistics
1856,Laboratory Technician,Sample Preparation
1856,Laboratory Technician,Lab Safety
1856,Laboratory Technician,Quality Control
1857,Manufacturing Director,Supply Chain
1857,Manufacturing Director,Budgeting
1857,Manufacturing Director,ERP
1857,Manufacturing Director,Operations Management
1858,Human Resources,Compliance
1858,Human Resources,Employee Relations
1858,Human Resources,Recruiting
1859,Healthcare Representative,Customer Service
1859,Healthcare Representative,Patient Care
1859,Healthcare Representative,Communication
1860,Laboratory Technician,Lab Safety
1860,Laboratory Technician,Quality Control
1862,Sales Executive,Excel
1862,Sales Executive,Negotiation
1862,Sales Executive,Communication
1862,Sales Executive,Salesforce
1862,Sales Executive,CRM Software
1863,Sales Executive,CRM Software
1863,Sales Executive,Communication
1863,Sales Executive,Salesforce
1863,Sales Executive,Lead Generation
1864,Sales Representative,CRM
1864,Sales Representative,Communication
1864,Sales Representative,Cold Calling
1864,Sales Representative,Salesforce
1865,Human Resources,HRIS
1865,Human Resources,Compliance
1865,Human Resources,Employee Relations
1866,Manager,Leadership
1866,Manager,Project Management
1866,Manager,Performance Management
1867,Research Director,Grant Writing
1867,Research Director,Leadership
1867,Research Director,R&D Strategy
1868,Research Scientist,Python
1868,Research Scientist,Data Analysis
1868,Research Scientist,R
1869,Sales Executive,Salesforce
1869,Sales Executive,Negotiation
1869,Sales Executive,Communication
1869,Sales Executive,CRM Software
1870,Research Scientist,Statistics
1870,Research Scientist,R
1870,Research Scientist,Machine Learning
1871,Research Scientist,Machine Learning
1871,Research Scientist,Lab Equipment
1871,Research Scientist,Python
1873,Research Scientist,Python
1873,Research Scientist,Statistics
1873,Research Scientist,Machine Learning
1875,Sales Representative,Communication
1875,Sales Representative,Customer Service
1876,Sales Representative,Communication
1876,Sales Representative,Cold Calling
1878,Research Scientist,Lab Equipment
1878,Research Scientist,Statistics
1878,Research Scientist,Machine Learning
1878,Research Scientist,Python
1880,Sales Executive,Lead Generation
1880,Sales Executive,Negotiation
1880,Sales Executive,Excel
1880,Sales Executive,Salesforce
1881,Laboratory Technician,Excel
1881,Laboratory Technician,Quality Control
1881,Laboratory Technician,Data Entry
1881,Laboratory Technician,Sample Preparation
1882,Sales Executive,Salesforce
1882,Sales Executive,Communication
1882,Sales Executive,CRM Software
1883,Laboratory Technician,Quality Control
1883,Laboratory Technician,Lab Safety
1885,Research Scientist,Statistics
1885,Research Scientist,Machine Learning
1885,Research Scientist,Lab Equipment
1886,Manufacturing Director,ERP
1886,Manufacturing Director,Budgeting
1886,Manufacturing Director,Lean Six Sigma
1888,Manufacturing Director,Operations Management
1888,Manufacturing Director,Supply Chain
1890,Human Resources,HRIS
1890,Human Resources,Employee Relations
1890,Human Resources,Workday
1892,Manager,Budgeting
1892,Manager,Strategic Planning
1892,Manager,Leadership
1893,Research Scientist,Lab Equipment
1893,Research Scientist,Machine Learning
1893,Research Scientist,Python
1893,Research Scientist,R
1898,Sales Executive,Lead Generation
1898,Sales Executive,Communication
1898,Sales Executive,Salesforce
1900,Manager,Strategic Planning
1900,Manager,Leadership
1900,Manager,Project Management
1903,Healthcare Representative,Communication
1903,Healthcare Representative,Customer Service
1905,Research Scientist,R
1905,Research Scientist,Lab Equipment
1905,Research Scientist,Data Analysis
1905,Research Scientist,Machine Learning
1905,Research Scientist,Statistics
1907,Laboratory Technician,Lab Safety
1907,Laboratory Technician,Sample Preparation
1908,Sales Executive,Lead Generation
1908,Sales Executive,Communication
1908,Sales Executive,CRM Software
1908,Sales Executive,Negotiation
1909,Sales Executive,Lead Generation
1909,Sales Executive,Communication
1909,Sales Executive,CRM Software
1911,Research Director,Data Analysis
1911,Research Director,Python
1911,Research Director,R&D Strategy
1912,Sales Executive,Excel
1912,Sales Executive,Lead Generation
1912,Sales Executive,Communication
1915,Sales Executive,Negotiation
1915,Sales Executive,Excel
1915,Sales Executive,Salesforce
1915,Sales Executive,Communication
1916,Laboratory Technician,Data Entry
1916,Laboratory Technician,Lab Safety
1916,Laboratory Technician,Excel
1918,Laboratory Technician,Quality Control
1918,Laboratory Technician,Excel
1922,Healthcare Representative,Customer Service
1922,Healthcare Representative,Communication
1924,Sales Executive,Communication
1924,Sales Executive,Salesforce
1924,Sales Executive,Excel
1924,Sales Executive,CRM Software
1927,Sales Executive,Communication
1927,Sales Executive,CRM Software
1927,Sales Executive,Lead Generation
1927,Sales Executive,Negotiation
1928,Sales Representative,Customer Service
1928,Sales Representative,CRM
1928,Sales Representative,Communication
1929,Sales Executive,CRM Software
1929,Sales Executive,Communication
1929,Sales Executive,Negotiation
1929,Sales Executive,Excel
1931,Research Scientist,Data Analysis
1931,Research Scientist,Statistics
1931,Research Scientist,R
1931,Research Scientist,Lab Equipment
1932,Research Scientist,R
1932,Research Scientist,Statistics
1932,Research Scientist,Data Analysis
1932,Research Scientist,Lab Equipment
1933,Sales Executive,CRM Software
1933,Sales Executive,Salesforce
1933,Sales Executive,Excel
1933,Sales Executive,Lead Generation
1934,Research Scientist,Machine Learning
1934,Research Scientist,Data Analysis
1934,Research Scientist,Statistics
1935,Sales Executive,Salesforce
1935,Sales Executive,Negotiation
1935,Sales Executive,Communication
1935,Sales Executive,CRM Software
1936,Manufacturing Director,Supply Chain
1936,Manufacturing Director,Operations Management
1936,Manufacturing Director,Budgeting
1937,Research Scientist,Statistics
1937,Research Scientist,Lab Equipment
1937,Research Scientist,Python
1938,Manager,Strategic Planning
1938,Manager,Project Management
1938,Manager,Leadership
1939,Research Scientist,Lab Equipment
1939,Research Scientist,Python
1939,Research Scientist,Statistics
1939,Research Scientist,Data Analysis
1940,Research Scientist,R
1940,Research Scientist,Python
1940,Research Scientist,Lab Equipment
1940,Research Scientist,Statistics
1940,Research Scientist,Machine Learning
1941,Research Director,R&D Strategy
1941,Research Director,Leadership
1941,Research Director,Python
1943,Sales Executive,Excel
1943,Sales Executive,Salesforce
1943,Sales Executive,Negotiation
1943,Sales Executive,Communication
1944,Human Resources,Payroll
1944,Human Resources,Recruiting
1944,Human Resources,Employee Relations
1945,Sales Executive,CRM Software
1945,Sales Executive,Lead Generation
1945,Sales Executive,Salesforce
1947,Research Scientist,Machine Learning
1947,Research Scientist,Statistics
1947,Research Scientist,Lab Equipment
1947,Research Scientist,Data Analysis
1948,Research Scientist,Python
1948,Research Scientist,Lab Equipment
1948,Research Scientist,R
1948,Research Scientist,Statistics
1949,Laboratory Technician,Data Entry
1949,Laboratory Technician,Quality Control
1950,Sales Executive,CRM Software
1950,Sales Executive,Communication
1950,Sales Executive,Excel
1950,Sales Executive,Negotiation
1951,Sales Executive,Communication
1951,Sales Executive,Negotiation
1951,Sales Executive,CRM Software
1952,Laboratory Technician,Sample Preparation
1952,Laboratory Technician,Excel
1952,Laboratory Technician,Quality Control
1954,Healthcare Representative,Patient Care
1954,Healthcare Representative,EMR Software
1954,Healthcare Representative,Customer Service
1954,Healthcare Representative,Communication
1955,Healthcare Representative,Medical Records
1955,Healthcare Representative,Communication
1955,Healthcare Representative,Customer Service
1956,Research Scientist,Machine Learning
1956,Research Scientist,Lab Equipment
1956,Research Scientist,Statistics
1956,Research Scientist,R
1960,Laboratory Technician,Data Entry
1960,Laboratory Technician,Lab Safety
1961,Sales Representative,CRM
1961,Sales Representative,Customer Service
1961,Sales Representative,Cold Calling
1961,Sales Representative,Salesforce
1962,Sales Executive,CRM Software
1962,Sales Executive,Excel
1962,Sales Executive,Salesforce
1962,Sales Executive,Lead Generation
1965,Sales Executive,Excel
1965,Sales Executive,Lead Generation
1965,Sales Executive,Communication
1966,Manufacturing Director,Operations Management
1966,Manufacturing Director,Lean Six Sigma
1966,Manufacturing Director,ERP
1966,Manufacturing Director,Supply Chain
1967,Sales Executive,Excel
1967,Sales Executive,CRM Software
1967,Sales Executive,Lead Generation
1968,Sales Executive,Salesforce
1968,Sales Executive,Excel
1968,Sales Executive,Negotiation
1969,Research Scientist,Lab Equipment
1969,Research Scientist,R
1969,Research Scientist,Python
1970,Healthcare Representative,Medical Records
1970,Healthcare Representative,Patient Care
1971,Healthcare Representative,Customer Service
1971,Healthcare Representative,Medical Records
1972,Human Resources,HRIS
1972,Human Resources,Payroll
1972,Human Resources,Workday
1973,Manager,Budgeting
1973,Manager,Project Management
1973,Manager,Leadership
1974,Laboratory Technician,Sample Preparation
1974,Laboratory Technician,Lab Safety
1974,Laboratory Technician,Excel
1975,Sales Executive,Excel
1975,Sales Executive,Lead Generation
1975,Sales Executive,Salesforce
1976,Research Scientist,Statistics
1976,Research Scientist,Data Analysis
1976,Research Scientist,R
1976,Research Scientist,Machine Learning
1979,Research Director,Data Analysis
1979,Research Director,Leadership
1980,Manufacturing Director,Lean Six Sigma
1980,Manufacturing Director,ERP
1981,Healthcare Representative,EMR Software
1981,Healthcare Representative,Customer Service
1981,Healthcare Representative,Communication
1982,Laboratory Technician,Quality Control
1982,Laboratory Technician,Lab Safety
1982,Laboratory Technician,Excel
1985,Laboratory Technician,Data Entry
1985,Laboratory Technician,Excel
1985,Laboratory Technician,Sample Preparation
1985,Laboratory Technician,Quality Control
1986,Sales Executive,CRM Software
1986,Sales Executive,Negotiation
1986,Sales Executive,Salesforce
1986,Sales Executive,Lead Generation
1987,Human Resources,HRIS
1987,Human Resources,Payroll
1987,Human Resources,Employee Relations
1987,Human Resources,Recruiting
1989,Laboratory Technician,Sample Preparation
1989,Laboratory Technician,Excel
1989,Laboratory Technician,Lab Safety
1989,Laboratory Technician,Data Entry
1992,Laboratory Technician,Excel
1992,Laboratory Technician,Data Entry
1992,Laboratory Technician,Quality Control
1993,Healthcare Representative,EMR Software
1993,Healthcare Representative,Medical Records
1993,Healthcare Representative,Communication
1994,Laboratory Technician,Quality Control
1994,Laboratory Technician,Sample Preparation
1995,Sales Executive,Salesforce
1995,Sales Executive,Lead Generation
1995,Sales Executive,Communication
1996,Sales Representative,Customer Service
1996,Sales Representative,Communication
1996,Sales Representative,Salesforce
1996,Sales Representative,CRM
1997,Manufacturing Director,Supply Chain
1997,Manufacturing Director,Budgeting
1997,Manufacturing Director,ERP
1997,Manufacturing Director,Lean Six Sigma
1998,Research Scientist,Python
1998,Research Scientist,R
1998,Research Scientist,Machine Learning
1998,Research Scientist,Lab Equipment
1999,Research Scientist,Statistics
1999,Research Scientist,R
1999,Research Scientist,Lab Equipment
1999,Research Scientist,Python
2000,Research Director,Data Analysis
2000,Research Director,Grant Writing
2003,Laboratory Technician,Data Entry
2003,Laboratory Technician,Quality Control
2003,Laboratory Technician,Lab Safety
2003,Laboratory Technician,Sample Preparation
2007,Research Scientist,Statistics
2007,Research Scientist,Python
2007,Research Scientist,R
2008,Research Scientist,R
2008,Research Scientist,Machine Learning
2008,Research Scientist,Statistics
2008,Research Scientist,Lab Equipment
2009,Healthcare Representative,Medical Records
2009,Healthcare Representative,EMR Software
2010,Laboratory Technician,Excel
2010,Laboratory Technician,Sample Preparation
2012,Laboratory Technician,Sample Preparation
2012,Laboratory Technician,Quality Control
2012,Laboratory Technician,Lab Safety
2013,Sales Representative,Communication
2013,Sales Representative,CRM
2014,Research Scientist,Python
2014,Research Scientist,Statistics
2014,Research Scientist,Machine Learning
2015,Research Director,Leadership
2015,Research Director,R&D Strategy
2015,Research Director,Grant Writing
2015,Research Director,Python
2016,Sales Executive,Negotiation
2016,Sales Executive,CRM Software
2016,Sales Executive,Excel
2017,Research Director,Data Analysis
2017,Research Director,R&D Strategy
2017,Research Director,Leadership
2018,Sales Executive,Communication
2018,Sales Executive,Lead Generation
2018,Sales Executive,Excel
2019,Sales Representative,Cold Calling
2019,Sales Representative,Customer Service
2019,Sales Representative,Communication
2019,Sales Representative,Salesforce
2020,Research Scientist,Statistics
2020,Research Scientist,Lab Equipment
2020,Research Scientist,Data Analysis
2020,Research Scientist,Machine Learning
2021,Sales Representative,Customer Service
2021,Sales Representative,CRM
2022,Manager,Project Management
2022,Manager,Budgeting
2023,Sales Representative,Communication
2023,Sales Representative,Customer Service
2024,Sales Executive,Negotiation
2024,Sales Executive,CRM Software
2024,Sales Executive,Excel
2025,Manufacturing Director,Budgeting
2025,Manufacturing Director,Lean Six Sigma
2025,Manufacturing Director,ERP
2026,Healthcare Representative,Medical Records
2026,Healthcare Representative,Patient Care
2027,Research Scientist,Statistics
2027,Research Scientist,R
2027,Research Scientist,Python
2027,Research Scientist,Machine Learning
2031,Manager,Leadership
2031,Manager,Performance Management
2032,Laboratory Technician,Data Entry
2032,Laboratory Technician,Lab Safety
2032,Laboratory Technician,Quality Control
2034,Manufacturing Director,Lean Six Sigma
2034,Manufacturing Director,Supply Chain
2035,Sales Executive,Excel
2035,Sales Executive,Negotiation
2035,Sales Executive,Salesforce
2036,Sales Executive,Lead Generation
2036,Sales Executive,Excel
2036,Sales Executive,Negotiation
2037,Sales Executive,Salesforce
2037,Sales Executive,Communication
2037,Sales Executive,Lead Generation
2037,Sales Executive,Excel
2038,Research Scientist,Python
2038,Research Scientist,Data Analysis
2038,Research Scientist,Lab Equipment
2040,Human Resources,Payroll
2040,Human Resources,Recruiting
2040,Human Resources,HRIS
2041,Sales Executive,Communication
2041,Sales Executive,CRM Software
2041,Sales Executive,Salesforce
2044,Sales Executive,Lead Generation
2044,Sales Executive,Salesforce
2044,Sales Executive,Communication
2045,Sales Executive,Lead Generation
2045,Sales Executive,CRM Software
2045,Sales Executive,Negotiation
2046,Sales Executive,CRM Software
2046,Sales Executive,Communication
2046,Sales Executive,Salesforce
2046,Sales Executive,Lead Generation
2048,Research Scientist,Data Analysis
2048,Research Scientist,Statistics
2048,Research Scientist,Lab Equipment
2048,Research Scientist,Python
2049,Healthcare Representative,Customer Service
2049,Healthcare Representative,Patient Care
2049,Healthcare Representative,Medical Records
2051,Research Scientist,Python
2051,Research Scientist,Data Analysis
2051,Research Scientist,R
2052,Research Scientist,Python
2052,Research Scientist,Lab Equipment
2052,Research Scientist,Data Analysis
2053,Laboratory Technician,Sample Preparation
2053,Laboratory Technician,Lab Safety
2053,Laboratory Technician,Excel
2054,Research Scientist,R
2054,Research Scientist,Statistics
2054,Research Scientist,Python
2055,Sales Executive,Negotiation
2055,Sales Executive,Communication
2055,Sales Executive,Excel
2055,Sales Executive,Lead Generation
2056,Sales Executive,Communication
2056,Sales Executive,Excel
2056,Sales Executive,Salesforce
2057,Manufacturing Director,Supply Chain
2057,Manufacturing Director,ERP
2057,Manufacturing Director,Lean Six Sigma
2060,Sales Representative,Customer Service
2060,Sales Representative,Salesforce
2061,Laboratory Technician,Excel
2061,Laboratory Technician,Quality Control
2061,Laboratory Technician,Sample Preparation
2062,Healthcare Representative,Customer Service
2062,Healthcare Representative,Patient Care
2062,Healthcare Representative,EMR Software
2064,Manufacturing Director,Budgeting
2064,Manufacturing Director,Supply Chain
2064,Manufacturing Director,Operations Management
2064,Manufacturing Director,Lean Six Sigma
2065,Sales Executive,Excel
2065,Sales Executive,Lead Generation
2065,Sales Executive,CRM Software
2068,Laboratory Technician,Lab Safety
2068,Laboratory Technician,Excel
376063,Sales Executive,Salesforce
376063,Sales Executive,Communication
376063,Sales Executive,CRM Software
376063,Sales Executive,Excel
810690,Marketing Executive,SEO
810690,Marketing Executive,Social Media
810690,Marketing Executive,Google Analytics
520956,Accountant,Communication
520956,Accountant,Problem Solving
202996,Content Strategist,Excel
383410,Sales Executive,Excel
383410,Sales Executive,Negotiation
383410,Sales Executive,CRM Software
865548,Employee Relations,Excel
302189,Business Development,Problem Solving
302189,Business Development,Excel
907341,Cybersecurity Specialist,Linux
907341,Cybersecurity Specialist,Network Security
907341,Cybersecurity Specialist,Firewalls
275552,Account Manager,Problem Solving
275552,Account Manager,Excel
745670,HR Manager,Communication
745670,HR Manager,Problem Solving
374239,Business Development,Excel
903729,HR Manager,Communication
231366,HR Manager,Excel
888390,Business Development,Excel
888390,Business Development,Problem Solving
378452,Auditor,Communication
786662,Data Analyst,PowerBI
786662,Data Analyst,Statistics
786662,Data Analyst,Excel
786662,Data Analyst,Python
786662,Data Analyst,Tableau
453442,Recruitment Specialist,Communication
247543,Cybersecurity Specialist,Python
247543,Cybersecurity Specialist,Incident Response
247543,Cybersecurity Specialist,Linux
760752,Marketing Executive,SEO
760752,Marketing Executive,Social Media
760752,Marketing Executive,Google Analytics
861299,Recruitment Specialist,Problem Solving
276598,Cybersecurity Specialist,Linux
276598,Cybersecurity Specialist,Incident Response
897782,Auditor,Excel
514230,Account Manager,Problem Solving
514230,Account Manager,Communication
834049,Account Manager,Problem Solving
181362,Software Engineer,Java
181362,Software Engineer,Data Structures
181362,Software Engineer,REST API
181362,Software Engineer,Git
181362,Software Engineer,SQL
190571,Accountant,Excel
190571,Accountant,Communication
478699,SEO Specialist,Problem Solving
892101,Financial Analyst,Communication
892101,Financial Analyst,Problem Solving
268043,Financial Analyst,Problem Solving
108201,Sales Executive,Communication
108201,Sales Executive,Excel
108201,Sales Executive,Salesforce
108201,Sales Executive,Negotiation
431608,SEO Specialist,Problem Solving
302120,Cybersecurity Specialist,Network Security
302120,Cybersecurity Specialist,Python
949655,Recruitment Specialist,Excel
999957,Financial Analyst,Communication
999957,Financial Analyst,Excel
853352,HR Manager,Problem Solving
853352,HR Manager,Excel
972885,Marketing Executive,Content Strategy
972885,Marketing Executive,Copywriting
692055,Recruitment Specialist,Excel
691847,Marketing Executive,Content Strategy
691847,Marketing Executive,SEO
691847,Marketing Executive,Google Analytics
325523,Software Engineer,Java
325523,Software Engineer,Git
325523,Software Engineer,SQL
325523,Software Engineer,Docker
325523,Software Engineer,REST API
529211,Cybersecurity Specialist,Incident Response
529211,Cybersecurity Specialist,Linux
748631,HR Manager,Excel
748631,HR Manager,Communication
352450,Cybersecurity Specialist,Incident Response
352450,Cybersecurity Specialist,Python
352450,Cybersecurity Specialist,Network Security
597949,HR Manager,Problem Solving
597949,HR Manager,Communication
538851,Business Development,Excel
538851,Business Development,Communication
982166,Accountant,Communication
891328,Data Analyst,Statistics
891328,Data Analyst,PowerBI
891328,Data Analyst,SQL
976367,Financial Analyst,Communication
976367,Financial Analyst,Problem Solving
968990,Employee Relations,Communication
968990,Employee Relations,Excel
675019,Auditor,Problem Solving
326885,Cybersecurity Specialist,Firewalls
326885,Cybersecurity Specialist,Python
326885,Cybersecurity Specialist,Incident Response
803681,Account Manager,Problem Solving
525050,Marketing Executive,Copywriting
525050,Marketing Executive,Google Analytics
525050,Marketing Executive,Social Media
525050,Marketing Executive,Content Strategy
603407,Employee Relations,Communication
603407,Employee Relations,Problem Solving
211921,Employee Relations,Problem Solving
211921,Employee Relations,Communication
582539,HR Manager,Communication
713340,Financial Analyst,Excel
713340,Financial Analyst,Communication
162959,Account Manager,Communication
692057,Content Strategist,Problem Solving
692057,Content Strategist,Communication
886392,Accountant,Problem Solving
886392,Accountant,Communication
311713,Financial Analyst,Excel
311713,Financial Analyst,Problem Solving
420151,Auditor,Communication
690698,Marketing Executive,Content Strategy
690698,Marketing Executive,Copywriting
690698,Marketing Executive,Social Media
690698,Marketing Executive,Google Analytics
978856,Account Manager,Excel
978856,Account Manager,Communication
171922,SEO Specialist,Problem Solving
978968,Content Strategist,Communication
560366,Recruitment Specialist,Communication
560366,Recruitment Specialist,Excel
168956,Accountant,Problem Solving
168956,Accountant,Communication
654455,Software Engineer,REST API
654455,Software Engineer,Java
654455,Software Engineer,SQL
654455,Software Engineer,Data Structures
654455,Software Engineer,Python
727177,Auditor,Excel
727177,Auditor,Problem Solving
553994,Account Manager,Problem Solving
474749,Data Analyst,Python
474749,Data Analyst,Excel
474749,Data Analyst,PowerBI
474749,Data Analyst,SQL
404381,Content Strategist,Problem Solving
404381,Content Strategist,Excel
149475,Financial Analyst,Problem Solving
165487,Recruitment Specialist,Problem Solving
165487,Recruitment Specialist,Excel
618249,SEO Specialist,Excel
618249,SEO Specialist,Communication
132554,Accountant,Communication
995697,Business Development,Excel
709737,Business Development,Problem Solving
709737,Business Development,Communication
292420,Content Strategist,Communication
549479,Employee Relations,Communication
549479,Employee Relations,Excel
925538,Accountant,Excel
925538,Accountant,Communication
948763,HR Manager,Excel
948763,HR Manager,Communication
314725,Software Engineer,REST API
314725,Software Engineer,SQL
314725,Software Engineer,Python
314725,Software Engineer,Data Structures
314725,Software Engineer,Git
429616,Marketing Executive,Google Analytics
429616,Marketing Executive,Copywriting
774009,Accountant,Problem Solving
317578,Recruitment Specialist,Problem Solving
306725,Account Manager,Problem Solving
306725,Account Manager,Excel
485549,Recruitment Specialist,Problem Solving
331817,Business Development,Problem Solving
331817,Business Development,Excel
114099,Marketing Executive,Copywriting
114099,Marketing Executive,Social Media
114099,Marketing Executive,Content Strategy
139080,Employee Relations,Problem Solving
305887,Accountant,Communication
639096,Account Manager,Excel
639096,Account Manager,Communication
262442,Recruitment Specialist,Communication
262442,Recruitment Specialist,Problem Solving
710432,Employee Relations,Communication
438030,Accountant,Communication
438030,Accountant,Problem Solving
967292,Content Strategist,Problem Solving
967292,Content Strategist,Communication
840198,Cybersecurity Specialist,Python
840198,Cybersecurity Specialist,Firewalls
158146,Software Engineer,Java
158146,Software Engineer,Data Structures
158146,Software Engineer,Python
158146,Software Engineer,SQL
741554,Content Strategist,Problem Solving
594881,Software Engineer,REST API
594881,Software Engineer,Python
594881,Software Engineer,Data Structures
594881,Software Engineer,SQL
794196,Recruitment Specialist,Problem Solving
731647,Auditor,Communication
818673,SEO Specialist,Excel
818673,SEO Specialist,Communication
336865,Account Manager,Excel
336865,Account Manager,Communication
129211,Accountant,Problem Solving
395943,SEO Specialist,Communication
675021,Marketing Executive,Content Strategy
675021,Marketing Executive,Social Media
675021,Marketing Executive,Copywriting
887129,Software Engineer,Data Structures
887129,Software Engineer,REST API
887129,Software Engineer,Python
887129,Software Engineer,Docker
830319,Marketing Executive,Social Media
830319,Marketing Executive,Google Analytics
830319,Marketing Executive,Copywriting
918541,Accountant,Problem Solving
918541,Accountant,Excel
337244,Sales Executive,Negotiation
337244,Sales Executive,Communication
337244,Sales Executive,Lead Generation
337244,Sales Executive,Excel
346485,Data Analyst,Tableau
346485,Data Analyst,PowerBI
346485,Data Analyst,SQL
346485,Data Analyst,Excel
568048,Employee Relations,Communication
689881,Business Development,Communication
689881,Business Development,Excel
920549,Marketing Executive,SEO
920549,Marketing Executive,Content Strategy
684377,Employee Relations,Excel
684377,Employee Relations,Communication
809194,Financial Analyst,Excel
373287,Accountant,Communication
348494,Content Strategist,Excel
991106,Employee Relations,Problem Solving
434736,SEO Specialist,Communication
300291,Auditor,Excel
300291,Auditor,Problem Solving
930682,Business Development,Excel
872547,Financial Analyst,Excel
137227,Sales Executive,Excel
137227,Sales Executive,Negotiation
137227,Sales Executive,CRM Software
137227,Sales Executive,Salesforce
492346,Recruitment Specialist,Problem Solving
492346,Recruitment Specialist,Excel
104894,Marketing Executive,Google Analytics
104894,Marketing Executive,Copywriting
104894,Marketing Executive,Content Strategy
574980,Data Analyst,PowerBI
574980,Data Analyst,Tableau
574980,Data Analyst,Excel
938510,HR Manager,Excel
914691,Business Development,Excel
914691,Business Development,Problem Solving
959287,Employee Relations,Problem Solving
959287,Employee Relations,Excel
657468,Employee Relations,Communication
657468,Employee Relations,Problem Solving
251209,Financial Analyst,Excel
251209,Financial Analyst,Communication
627672,Accountant,Problem Solving
627672,Accountant,Communication
283291,Data Analyst,SQL
283291,Data Analyst,Tableau
283291,Data Analyst,PowerBI
366737,Content Strategist,Problem Solving
722297,Account Manager,Communication
722297,Account Manager,Problem Solving
814101,SEO Specialist,Communication
814101,SEO Specialist,Excel
381345,Accountant,Excel
295113,Content Strategist,Excel
414900,Recruitment Specialist,Communication
933548,Marketing Executive,SEO
933548,Marketing Executive,Social Media
933548,Marketing Executive,Content Strategy
218595,Marketing Executive,SEO
218595,Marketing Executive,Social Media
218595,Marketing Executive,Google Analytics
384248,Software Engineer,Git
384248,Software Engineer,REST API
384248,Software Engineer,Java
384248,Software Engineer,Docker
384248,Software Engineer,SQL
501422,Auditor,Excel
403338,Account Manager,Communication
850100,Accountant,Communication
850100,Accountant,Excel
522109,Business Development,Communication
522109,Business Development,Problem Solving
709198,Accountant,Problem Solving
829551,Sales Executive,CRM Software
829551,Sales Executive,Salesforce
829551,Sales Executive,Lead Generation
480394,Employee Relations,Communication
941122,Financial Analyst,Communication
296812,Business Development,Problem Solving
296812,Business Development,Communication
706124,Accountant,Communication
706124,Accountant,Excel
297819,Accountant,Communication
165053,HR Manager,Problem Solving
165053,HR Manager,Communication
398012,Content Strategist,Communication
555457,Cybersecurity Specialist,Linux
555457,Cybersecurity Specialist,Firewalls
555457,Cybersecurity Specialist,Python
177315,HR Manager,Problem Solving
401685,Account Manager,Excel
401685,Account Manager,Problem Solving
363762,HR Manager,Problem Solving
488108,Employee Relations,Excel
399562,Sales Executive,CRM Software
399562,Sales Executive,Excel
399562,Sales Executive,Lead Generation
399562,Sales Executive,Negotiation
808996,Employee Relations,Communication
402302,SEO Specialist,Excel
402302,SEO Specialist,Problem Solving
879751,Business Development,Excel
879751,Business Development,Problem Solving
308048,Recruitment Specialist,Communication
308048,Recruitment Specialist,Problem Solving
786418,Cybersecurity Specialist,Firewalls
786418,Cybersecurity Specialist,Network Security
786418,Cybersecurity Specialist,Linux
786418,Cybersecurity Specialist,Python
882537,Financial Analyst,Communication
235703,Software Engineer,Data Structures
235703,Software Engineer,Git
